"source","target"
"Bieżanowska","Prosta"
"Prosta","Prokocim Rynek"
"Prokocim Rynek","Młodzieży"
"Młodzieży","Cmentarz Prokocim"
"Cmentarz Prokocim","Bieżanów Trafo"
"Bieżanów Trafo","Bieżanów Szkoła"
"Bieżanów Szkoła","Barbary"
"Barbary","Bieżanów Pomnik"
"Bieżanów Pomnik","Agatowa"
"Agatowa","Złocień - Powstańców Wielkopolskich"

"Plac Centralny im. R.Reagana","Os.Kolorowe"
"Os.Kolorowe","Rondo Czyżyńskie"
"Rondo Czyżyńskie","Centralna"
"Centralna","Nowohucka"
"Nowohucka","M1 Al. Pokoju"
"M1 Al. Pokoju","TAURON Arena Kraków Al. Pokoju"
"TAURON Arena Kraków Al. Pokoju","Dąbie"
"Dąbie","Ofiar Dąbia"
"Ofiar Dąbia","Francesco Nullo"
"Francesco Nullo","Rondo Grzegórzeckie"
"Rondo Grzegórzeckie","Rondo Mogilskie"
"Rondo Mogilskie","Lubicz"
"Lubicz","Dworzec Główny"
"Dworzec Główny","Poczta Główna"
"Poczta Główna","Starowiślna"
"Starowiślna","Stradom"
"Stradom","Centrum Kongresowe"
"Centrum Kongresowe","Szwedzka"
"Szwedzka","Kapelanka"
"Kapelanka","Słomiana"
"Słomiana","Kobierzyńska"
"Kobierzyńska","Lipińskiego"
"Lipińskiego","Grota-Roweckiego"
"Grota-Roweckiego","Norymberska"
"Norymberska","Ruczaj"
"Ruczaj","Kampus UJ"
"Kampus UJ","Chmieleniec"
"Chmieleniec","Czerwone Maki - Plac Centralny im. R.Reagana"

"Os.Piastów","Piasta Kołodzieja"
"Piasta Kołodzieja","Kleeberga"
"Kleeberga","Dunikowskiego"
"Dunikowskiego","Rondo Hipokratesa"
"Rondo Hipokratesa","DH Wanda"
"DH Wanda","Rondo Kocmyrzowskie im. Ks. Gorzelanego"
"Rondo Kocmyrzowskie im. Ks. Gorzelanego","Bieńczycka"
"Bieńczycka","Rondo Czyżyńskie"
"Rondo Czyżyńskie","Czyżyny"
"Czyżyny","Stella-Sawickiego"
"Stella-Sawickiego","AWF"
"AWF","Wieczysta"
"Wieczysta","Białucha"
"Białucha","Rondo Mogilskie"
"Rondo Mogilskie","Lubicz"
"Lubicz","Dworzec Główny"
"Dworzec Główny","Basztowa LOT"
"Basztowa LOT","Teatr Bagatela"
"Teatr Bagatela","Batorego"
"Batorego","Plac Inwalidów"
"Plac Inwalidów","Urzędnicza"
"Urzędnicza","Biprostal"
"Biprostal","Uniwersytet Pedagogiczny"
"Uniwersytet Pedagogiczny","Głowackiego"
"Głowackiego","Bronowice"
"Bronowice","Balicka Wiadukt"
"Balicka Wiadukt","Bronowice Małe - Os.Piastów"

"Nowy Bieżanów","Ćwiklińskiej"
"Ćwiklińskiej","Nowy Prokocim"
"Nowy Prokocim","Teligi"
"Teligi","Prokocim Szpital"
"Prokocim Szpital","Wlotowa"
"Wlotowa","Bieżanowska"
"Bieżanowska","Kabel"
"Kabel","Dworcowa"
"Dworcowa","Cmentarz Podgórski"
"Cmentarz Podgórski","Powstańców Wielkopolskich"
"Powstańców Wielkopolskich","Plac Bohaterów Getta"
"Plac Bohaterów Getta","Św.Wawrzyńca"
"Św.Wawrzyńca","Miodowa"
"Miodowa","Starowiślna"
"Starowiślna","Poczta Główna"
"Poczta Główna","Plac Wszystkich Świętych"
"Plac Wszystkich Świętych","Filharmonia"
"Filharmonia","Teatr Bagatela"
"Teatr Bagatela","Basztowa LOT"
"Basztowa LOT","Dworzec Główny"
"Dworzec Główny","Dworzec Główny Zachód"
"Dworzec Główny Zachód","Politechnika"
"Politechnika","Nowy Kleparz"
"Nowy Kleparz","Prądnicka"
"Prądnicka","Bratysławska"
"Bratysławska","Krowodrza Górka - Nowy Bieżanów"

"Krowodrza Górka","Krowodrza Urzędy Skarbowe"
"Krowodrza Urzędy Skarbowe","Bratysławska"
"Bratysławska","Prądnicka"
"Prądnicka","Nowy Kleparz"
"Nowy Kleparz","Politechnika"
"Politechnika","Dworzec Główny - Krowodrza Górka"

"Kombinat","Kombinat"
"Kombinat","Kopiec Wandy"
"Kopiec Wandy","Bardosa"
"Bardosa","Bardosa"
"Bardosa","Fort Mogiła"
"Fort Mogiła","Jeżynowa"
"Jeżynowa","Brama nr 5"
"Brama nr 5","Koksochemia"
"Koksochemia","Pleszów - Kombinat"

"Dworzec Główny Wschód","Dworzec Główny"
"Dworzec Główny","Basztowa LOT"
"Basztowa LOT","Teatr Bagatela"
"Teatr Bagatela","Uniwersytet Jagielloński"
"Uniwersytet Jagielloński","Cracovia Błonia"
"Cracovia Błonia","Instytut Reumatologii"
"Instytut Reumatologii","Przegon"
"Przegon","Słonecznikowa"
"Słonecznikowa","Tondosa"
"Tondosa","Strzelnica"
"Strzelnica","Sielanka"
"Sielanka","Park Decjusza"
"Park Decjusza","Kasztanowa"
"Kasztanowa","Kopalina"
"Kopalina","Zielony Dół"
"Zielony Dół","Chełm"
"Chełm","Raczkiewicza"
"Raczkiewicza","Leśmiana"
"Leśmiana","Olszanica Kapliczka"
"Olszanica Kapliczka","Olszanica"
"Olszanica","Olszanica Ogródki Działkowe"
"Olszanica Ogródki Działkowe","Olszanica Bory"
"Olszanica Bory","Balice Medweckiego"
"Balice Medweckiego","Kraków Airport - Dworzec Główny Wschód"

"Czerwone Maki","Czerwone Maki"
"Czerwone Maki","Bunscha"
"Bunscha","Babińskiego"
"Babińskiego","Skotniki"
"Skotniki","Baczyńskiego"
"Baczyńskiego","Wrony"
"Wrony","Skawina Podlipki"
"Skawina Podlipki","Skawina Rzepnik"
"Skawina Rzepnik","Skawina Cmentarz"
"Skawina Cmentarz","Skawina Popiełuszki"
"Skawina Popiełuszki","Skawina Ajka"
"Skawina Ajka","Skawina - Czerwone Maki"

"Prądnik Biały","Pachońskiego"
"Pachońskiego","Prądnik Biały Zachód"
"Prądnik Biały Zachód","Wyki"
"Wyki","Batalionu Skała AK"
"Batalionu Skała AK","Makowskiego"
"Makowskiego","Różyckiego"
"Różyckiego","Azory"
"Azory","Łobzów PKP"
"Łobzów PKP","Urząd Marszałkowski"
"Urząd Marszałkowski","Wrocławska"
"Wrocławska","Nowy Kleparz"
"Nowy Kleparz","Politechnika"
"Politechnika","Dworzec Główny Zachód"
"Dworzec Główny Zachód","Dworzec Główny"
"Dworzec Główny","Poczta Główna"
"Poczta Główna","Starowiślna"
"Starowiślna","Stradom"
"Stradom","Plac Wolnica"
"Plac Wolnica","Korona"
"Korona","Smolki"
"Smolki","Rondo Matecznego"
"Rondo Matecznego","Kamieńskiego Wiadukt"
"Kamieńskiego Wiadukt","Kamieńskiego"
"Kamieńskiego","Makowa"
"Makowa","Malborska"
"Malborska","Bieżanowska"
"Bieżanowska","Dauna"
"Dauna","Piaski Nowe"
"Piaski Nowe","Tuchowska"
"Tuchowska","Bochenka"
"Bochenka","Łużycka"
"Łużycka","Piaski Wielkie"
"Piaski Wielkie","Przy Kuźni"
"Przy Kuźni","Hallera"
"Hallera","Słona Woda"
"Słona Woda","Kosocicka"
"Kosocicka","Wielicka"
"Wielicka","Wielicka Granica Miasta"
"Wielicka Granica Miasta","Wieliczka CPN"
"Wieliczka CPN","Wieliczka Kościół"
"Wieliczka Kościół","Wieliczka Cmentarz"
"Wieliczka Cmentarz","Wieliczka Kampus - Prądnik Biały"

"Łagiewniki","Borek Fałęcki"
"Borek Fałęcki","Góra Borkowska"
"Góra Borkowska","Judyma"
"Judyma","Kąpielowa"
"Kąpielowa","Wilga"
"Wilga","Zdrojowa"
"Zdrojowa","Swoszowice Sklep"
"Swoszowice Sklep","Swoszowice Poczta"
"Swoszowice Poczta","Swoszowice"
"Swoszowice","Wróblowice Szkoła"
"Wróblowice Szkoła","Wróblowice Rozwidlenie"
"Wróblowice Rozwidlenie","Ukraina"
"Ukraina","Zbydniowice"
"Zbydniowice","Wrząsowice Wrzosowa"
"Wrząsowice Wrzosowa","Wrząsowice Centrum"
"Wrząsowice Centrum","Wrząsowice Pileckiego"
"Wrząsowice Pileckiego","Wrząsowice Kowaleca"
"Wrząsowice Kowaleca","Wrząsowice"
"Wrząsowice","Wrząsowice Zielona"
"Wrząsowice Zielona","Świątniki Krakowska"
"Świątniki Krakowska","Świątniki Urząd Miasta i Gminy - Łagiewniki"

